ElemID,PointID,x,y,sigma_x,sigma_y,tau_xy,VonMises
8.200000000000000000e+01,0.000000000000000000e+00,6.457832346706593452e-01,3.906249999999999306e-02,8.673359295139483584e+04,2.479987018934984808e+05,-1.541865475511771801e+05,3.447270342776554753e+05
8.200000000000000000e+01,1.000000000000000000e+00,6.166265877365274539e-01,3.124999999999999653e-02,6.516147411040225415e+04,2.005615068589732109e+05,-1.603846849704615306e+05,3.295023426688661566e+05
8.200000000000000000e+01,2.000000000000000000e+00,6.478765877365274539e-01,3.124999999999999653e-02,6.681777313313301420e+04,1.896451663499027200e+05,-1.519536480524598737e+05,3.114931294503019890e+05
8.200000000000000000e+01,3.000000000000000000e+00,6.749398816047911254e-01,4.687499999999999306e-02,1.100133399947915605e+05,2.967758312797285034e+05,-1.466658471260158403e+05,3.634035507797706523e+05
8.200000000000000000e+01,4.000000000000000000e+00,6.436898816047911254e-01,4.687499999999999306e-02,9.584959040052030468e+04,2.747049891962707625e+05,-1.516177325144611823e+05,3.567680266115630511e+05
8.300000000000000000e+01,0.000000000000000000e+00,6.770332346706593452e-01,3.906249999999999306e-02,9.464238959058234468e+04,2.529268823198289028e+05,-1.454830994412148139e+05,3.353916842172249453e+05
8.300000000000000000e+01,1.000000000000000000e+00,6.478765877365274539e-01,3.124999999999999653e-02,7.139345833804835274e+04,2.056716082809783984e+05,-1.550529074313885067e+05,3.237876484024732490e+05
8.300000000000000000e+01,2.000000000000000000e+00,6.791265877365274539e-01,3.124999999999999653e-02,7.286541290542091883e+04,1.925759286244179821e+05,-1.426422425234993862e+05,2.990036123276269063e+05
8.300000000000000000e+01,3.000000000000000000e+00,7.061898816047911254e-01,4.687499999999999306e-02,1.196525377154912858e+05,3.016331101611399790e+05,-1.344523567881029740e+05,3.513408666452975594e+05
8.300000000000000000e+01,4.000000000000000000e+00,6.749398816047911254e-01,4.687499999999999306e-02,1.050748581816447549e+05,2.798825781403702567e+05,-1.433298226275253692e+05,3.487071483725195285e+05
8.400000000000000000e+01,0.000000000000000000e+00,7.082832346706593452e-01,3.906249999999999306e-02,1.024562663395965064e+05,2.562249993754750176e+05,-1.325934929612157284e+05,3.203744421225010883e+05
8.400000000000000000e+01,1.000000000000000000e+00,6.791265877365274539e-01,3.124999999999999653e-02,7.790832851720436884e+04,2.101335043095508590e+05,-1.460556327376897389e+05,3.128120694007146521e+05
8.400000000000000000e+01,2.000000000000000000e+00,7.103765877365274539e-01,3.124999999999999653e-02,7.914085456323146354e+04,1.957473875987674110e+05,-1.289977928618721926e+05,2.810871586703269277e+05
8.400000000000000000e+01,3.000000000000000000e+00,7.374398816047911254e-01,4.687499999999999306e-02,1.289228168042031321e+05,3.035394023016672581e+05,-1.180422632366304897e+05,3.338053840438560583e+05
8.400000000000000000e+01,4.000000000000000000e+00,7.061898816047911254e-01,4.687499999999999306e-02,1.144805542027965275e+05,2.842379990554093965e+05,-1.309651907858609047e+05,3.358764018697591964e+05
8.500000000000000000e+01,0.000000000000000000e+00,7.395332346706593452e-01,3.906249999999999306e-02,1.100882768542896811e+05,2.570660019134256290e+05,-1.154453635993102362e+05,2.998087736904314370e+05
8.500000000000000000e+01,1.000000000000000000e+00,7.103765877365274539e-01,3.124999999999999653e-02,8.463964115707602468e+04,2.135492171499193646e+05,-1.326899271283351700e+05,2.958247085278155864e+05
8.500000000000000000e+01,2.000000000000000000e+00,7.416265877365274539e-01,3.124999999999999653e-02,8.589704315591701015e+04,1.980008762149089889e+05,-1.115564244940479693e+05,2.586686427330310107e+05
8.500000000000000000e+01,3.000000000000000000e+00,7.686898816047911254e-01,4.687499999999999306e-02,1.368669293119686481e+05,3.018706979113547713e+05,-9.682761098978779046e+04,3.109165770337065915e+05
8.500000000000000000e+01,4.000000000000000000e+00,7.374398816047911254e-01,4.687499999999999306e-02,1.251390849091553828e+05,2.888085201007197611e+05,-1.154465931687799311e+05,3.208000398349890020e+05
8.600000000000000000e+01,0.000000000000000000e+00,7.707832346706593452e-01,3.906249999999999306e-02,1.175067113577918208e+05,2.551444444468471920e+05,-9.413264232363855990e+04,2.747875419493105146e+05
8.600000000000000000e+01,1.000000000000000000e+00,7.416265877365274539e-01,3.124999999999999653e-02,9.064061351735144854e+04,2.149998447630099254e+05,-1.147779361457625200e+05,2.729008246764892247e+05
8.600000000000000000e+01,2.000000000000000000e+00,7.728765877365274539e-01,3.124999999999999653e-02,9.354684920792732737e+04,2.007736302162482170e+05,-8.976503934670999297e+04,2.333508301740602474e+05
8.600000000000000000e+01,3.000000000000000000e+00,7.999398816047911254e-01,4.687499999999999306e-02,1.454387822097997705e+05,2.959653826854065410e+05,-7.288661407294429955e+04,2.857279787102075061e+05
8.600000000000000000e+01,4.000000000000000000e+00,7.686898816047911254e-01,4.687499999999999306e-02,1.352025332610746264e+05,2.915120293393481988e+05,-9.559968995883087337e+04,3.020988672068701708e+05
8.700000000000000000e+01,0.000000000000000000e+00,8.020332346706593452e-01,3.906249999999999306e-02,1.228142102121411590e+05,2.499241658347915800e+05,-6.907105306175691658e+04,2.473127796364360838e+05
8.700000000000000000e+01,1.000000000000000000e+00,7.728765877365274539e-01,3.124999999999999653e-02,9.656005847959207313e+04,2.106248772360752628e+05,-9.179038181169774907e+04,2.421263222380694642e+05
8.700000000000000000e+01,2.000000000000000000e+00,8.041265877365274539e-01,3.124999999999999653e-02,9.747550456351436151e+04,1.982053117704305332e+05,-6.060897064458662499e+04,2.012138136404232355e+05
8.700000000000000000e+01,3.000000000000000000e+00,8.311898816047911254e-01,4.687499999999999306e-02,1.550823511665208789e+05,2.860490302648422075e+05,-5.278012716143963189e+04,2.643305745954313898e+05
8.700000000000000000e+01,4.000000000000000000e+00,7.999398816047911254e-01,4.687499999999999306e-02,1.336672787715458835e+05,2.765786178431967273e+05,-6.539843975645496539e+04,2.649981694587413222e+05
8.800000000000000000e+01,0.000000000000000000e+00,8.332832346706593452e-01,3.906249999999999306e-02,1.311393945695112052e+05,2.509906613131759223e+05,-4.492726432539385860e+04,2.309425615744391689e+05
8.800000000000000000e+01,1.000000000000000000e+00,8.041265877365274539e-01,3.124999999999999653e-02,9.900148984217963880e+04,1.928449829728879558e+05,-6.140485406897343637e+04,1.980156815395556914e+05
8.800000000000000000e+01,2.000000000000000000e+00,8.353765877365274539e-01,3.124999999999999653e-02,8.545124729420196672e+04,1.264769565643913666e+05,-3.445074285471431358e+04,1.266936603119860229e+05
8.800000000000000000e+01,3.000000000000000000e+00,8.624398816047911254e-01,4.687499999999999306e-02,1.708076377248212812e+05,3.163923059088870650e+05,-2.072543148534426291e+04,2.766328767656361451e+05
8.800000000000000000e+01,4.000000000000000000e+00,8.311898816047911254e-01,4.687499999999999306e-02,1.251832760386619047e+05,2.212019752126194944e+05,-3.341397640462598065e+04,2.006485982305988437e+05
8.900000000000000000e+01,0.000000000000000000e+00,8.645332346706593452e-01,3.906249999999999306e-02,1.605906557285115996e+05,2.771033198371352628e+05,-1.364909836161285057e+04,2.421452010532873392e+05
8.900000000000000000e+01,1.000000000000000000e+00,8.353765877365274539e-01,3.124999999999999653e-02,9.566463618852209765e+04,2.022414551167619356e+05,-4.225665169994343159e+04,1.899022048253157118e+05
8.900000000000000000e+01,2.000000000000000000e+00,8.666265877365274539e-01,3.124999999999999653e-02,7.736405225212835649e+04,3.346115118175483803e+04,-4.410845027935376493e+03,6.763521000498214562e+04
8.900000000000000000e+01,3.000000000000000000e+00,8.936898816047911254e-01,4.687499999999999306e-02,2.230983615640267089e+05,3.847732471525360015e+05,6.182910267640464735e+04,3.513539005856727599e+05
8.900000000000000000e+01,4.000000000000000000e+00,8.624398816047911254e-01,4.687499999999999306e-02,1.555698383461771300e+05,1.857183106868418399e+05,-8.687798762588132377e+03,1.732845391198262514e+05
9.000000000000000000e+01,0.000000000000000000e+00,8.957832346706593452e-01,3.906249999999999306e-02,1.909086837674341514e+05,2.574534466961886501e+05,6.903442071452077653e+04,2.605293800007422396e+05
9.000000000000000000e+01,1.000000000000000000e+00,8.666265877365274539e-01,3.124999999999999653e-02,1.411130867492643010e+05,3.279367074730998138e+05,-4.917102356013299868e+04,2.973761842921128264e+05
9.000000000000000000e+01,2.000000000000000000e+00,8.978765877365274539e-01,3.124999999999999653e-02,1.547132276212575671e+05,3.049595335229434422e+05,1.102753534411785804e+05,3.259404652571404586e+05
9.000000000000000000e+01,3.000000000000000000e+00,9.249398816047911254e-01,4.687499999999999306e-02,2.581790007519430656e+05,1.587447258813465305e+05,1.418734881093639706e+05,3.335505802823344711e+05
9.000000000000000000e+01,4.000000000000000000e+00,8.936898816047911254e-01,4.687499999999999306e-02,2.417035166830755188e+05,3.450864756933684694e+05,5.155554508581769915e+04,3.194848566612619325e+05
9.100000000000000000e+01,0.000000000000000000e+00,9.270332346706593452e-01,3.906249999999999306e-02,1.923125304112185840e+05,9.782042910663658404e+04,1.633886998112488654e+05,3.283724305333733209e+05
9.100000000000000000e+01,1.000000000000000000e+00,8.978765877365274539e-01,3.124999999999999653e-02,2.307374042487429106e+05,3.343058721411044244e+05,6.404294016416379600e+04,3.164929560971833998e+05
9.100000000000000000e+01,2.000000000000000000e+00,9.291265877365274539e-01,3.124999999999999653e-02,2.579612239040725108e+05,4.910287919027757016e+05,2.209288847332407604e+05,5.722024079926866107e+05
9.100000000000000000e+01,3.000000000000000000e+00,9.561898816047911254e-01,4.687499999999999306e-02,1.818841316158226109e+05,-2.315896327259071986e+05,1.230524121630300215e+05,4.174491142364085536e+05
9.100000000000000000e+01,4.000000000000000000e+00,9.249398816047911254e-01,4.687499999999999306e-02,2.923760321473720833e+05,4.432322526790079428e+05,1.150531837715789879e+05,4.382462685740169836e+05
9.200000000000000000e+01,0.000000000000000000e+00,9.582832346706593452e-01,3.906249999999999306e-02,2.048499758949118259e+05,-1.398294201183715195e+05,1.356158703376945923e+05,3.812280492799357162e+05
9.200000000000000000e+01,1.000000000000000000e+00,9.291265877365274539e-01,3.124999999999999653e-02,1.100277417505893827e+05,-1.844471456144863914e+05,3.246227685575000942e+05,6.185151428883360932e+05
9.200000000000000000e+01,2.000000000000000000e+00,9.603765877365274539e-01,3.124999999999999653e-02,4.505313308255898883e+05,2.647219144261183101e+05,-1.547915654069303309e+04,3.930769243919605506e+05
9.200000000000000000e+01,3.000000000000000000e+00,9.874398816047911254e-01,4.687499999999999306e-02,1.775285569332582818e+05,-5.567662108017136779e+04,4.214531380450612050e+04,2.232244325427520089e+05
9.200000000000000000e+01,4.000000000000000000e+00,9.561898816047911254e-01,4.687499999999999306e-02,3.277693137240682845e+05,2.376076373079203768e+05,2.516717764366081610e+04,2.964958357242599013e+05
9.300000000000000000e+01,0.000000000000000000e+00,9.895332346706593452e-01,3.906249999999999306e-02,1.382937933394927823e+05,-2.283667566668759100e+05,1.058457836220857862e+05,3.694160846668615704e+05
9.300000000000000000e+01,1.000000000000000000e+00,9.603765877365274539e-01,3.124999999999999653e-02,1.398970437865343702e+05,-1.748217222795519920e+05,1.805239183244589367e+05,4.151596257335579139e+05
9.300000000000000000e+01,2.000000000000000000e+00,9.916265877365274539e-01,3.124999999999999653e-02,-1.540930101946122595e+05,-1.099255113367666258e+06,2.728447973459645291e+05,1.134042230686950963e+06
9.300000000000000000e+01,3.000000000000000000e+00,1.018689881604791125e+00,4.687499999999999306e-02,2.175556515315491124e+05,-2.524803300273515342e+05,4.601526406751338800e+04,4.151596257388803060e+05
9.300000000000000000e+01,4.000000000000000000e+00,9.874398816047911254e-01,4.687499999999999306e-02,2.075322633230190695e+04,-4.837840673335893662e+05,1.456473711546815757e+05,5.551191499373579863e+05
9.400000000000000000e+01,0.000000000000000000e+00,1.020783234670659123e+00,3.906249999999999306e-02,3.715520713381455862e+05,-2.808309510440432932e+05,-4.028043709143813612e+04,5.710760257383212447e+05
9.400000000000000000e+01,1.000000000000000000e+00,9.916265877365274539e-01,3.124999999999999653e-02,2.853618799346566084e+04,-6.582927082812642911e+05,1.535564429173052486e+05,7.236625676128128543e+05
9.400000000000000000e+01,2.000000000000000000e+00,1.022876587736527343e+00,3.124999999999999653e-02,6.038822041220347164e+05,-4.254687219705924508e+04,-2.608379539946464065e+05,7.721959378825027961e+05
9.400000000000000000e+01,3.000000000000000000e+00,1.049939881604791125e+00,4.687499999999999306e-02,5.528396897398256697e+05,1.845014141527250176e+05,-5.772786001707157993e+04,4.976648543806186062e+05
9.400000000000000000e+01,4.000000000000000000e+00,1.018689881604791125e+00,4.687499999999999306e-02,5.212994649419847410e+05,1.275119002985120751e+05,-1.445342002506704594e+05,5.331143747766420711e+05
9.500000000000000000e+01,0.000000000000000000e+00,1.052033234670659123e+00,3.906249999999999306e-02,2.703881317579703755e+05,1.250727253693656967e+05,-3.052111215026703576e+04,2.402693545607790584e+05
9.500000000000000000e+01,1.000000000000000000e+00,1.022876587736527343e+00,3.124999999999999653e-02,9.147417821428922471e+05,4.731790756596279098e+05,-4.586677910402973066e+05,1.122026168282984989e+06
9.500000000000000000e+01,2.000000000000000000e+00,1.054126587736527343e+00,3.124999999999999653e-02,-1.442947792095747718e+05,-1.666023070149294508e+05,3.693185821024998440e+05,6.585788594860257581e+05
9.500000000000000000e+01,3.000000000000000000e+00,1.081189881604791125e+00,4.687499999999999306e-02,-4.358214162424694950e+04,-4.880222367310556583e+05,-8.276913440094851831e+04,4.892322977931757923e+05
9.500000000000000000e+01,4.000000000000000000e+00,1.049939881604791125e+00,4.687499999999999306e-02,1.595868623523857386e+05,3.140035832907026634e+04,1.814489796402096690e+05,3.467189944517260883e+05
9.600000000000000000e+01,0.000000000000000000e+00,1.103465285389229888e-01,5.468749999999999306e-02,-9.441454338713421748e+03,2.222281211886763776e+04,2.761559574612111192e+03,2.856026502417287338e+04
9.600000000000000000e+01,1.000000000000000000e+00,8.118988160479112537e-02,4.687499999999999306e-02,-8.355222779757095850e+03,6.315165144179531126e+03,5.238859787183684602e+03,1.564585011360902718e+04
9.600000000000000000e+01,2.000000000000000000e+00,1.124398816047911254e-01,4.687499999999999306e-02,-4.247854292396481469e+03,3.180785318597812147e+04,-2.623454357154294939e+03,3.443176519393624767e+04
9.600000000000000000e+01,3.000000000000000000e+00,1.395031754730548523e-01,6.249999999999999306e-02,-1.096861283131309756e+04,3.823303642717158800e+04,5.727596183832657744e+02,4.474844216909861279e+04
9.600000000000000000e+01,4.000000000000000000e+00,1.082531754730548385e-01,6.249999999999999306e-02,-1.318468459168502159e+04,1.590000325048128616e+04,7.178137458791896279e+03,2.812222450560816651e+04
9.700000000000000000e+01,0.000000000000000000e+00,1.415965285389229888e-01,5.468749999999999306e-02,-6.307763936715818090e+03,4.562189374614429835e+04,-5.236740873382136670e+03,4.991179796287923818e+04
9.700000000000000000e+01,1.000000000000000000e+00,1.124398816047911254e-01,4.687499999999999306e-02,-6.205483026563034400e+03,2.551712405134570508e+04,-1.310055663743629111e+03,2.920832855810781984e+04
9.700000000000000000e+01,2.000000000000000000e+00,1.436898816047911254e-01,4.687499999999999306e-02,-1.273219084902470968e+03,5.289579668864051200e+04,-1.076292312769175987e+04,5.669617160600050556e+04
9.700000000000000000e+01,3.000000000000000000e+00,1.707531754730548523e-01,6.249999999999999306e-02,-6.832570083452766085e+03,6.545337845824619581e+04,-9.408847273038310959e+03,7.101846789448859636e+04
9.700000000000000000e+01,4.000000000000000000e+00,1.395031754730548523e-01,6.249999999999999306e-02,-8.843881415506115445e+03,4.554094957447433990e+04,-8.634138625533212235e+02,5.056864181206265494e+04
9.800000000000000000e+01,0.000000000000000000e+00,1.728465285389230166e-01,5.468749999999999306e-02,-2.650066608488950806e+03,6.923672421223981655e+04,-1.502987565958962114e+04,7.524573244121803145e+04
9.800000000000000000e+01,1.000000000000000000e+00,1.436898816047911254e-01,4.687499999999999306e-02,-3.272483119868864378e+03,4.642367184143621853e+04,-9.420533704633000525e+03,5.083332077796015801e+04
9.800000000000000000e+01,2.000000000000000000e+00,1.749398816047911254e-01,4.687499999999999306e-02,1.462743088612579868e+03,7.173227538842400827e+04,-2.036069009158412882e+04,7.928685996245348360e+04
9.800000000000000000e+01,3.000000000000000000e+00,2.020031754730548523e-01,6.249999999999999306e-02,-2.315587495915005093e+03,9.195058534027001588e+04,-2.068421253248372886e+04,9.978327344696795626e+04
9.800000000000000000e+01,4.000000000000000000e+00,1.707531754730548523e-01,6.249999999999999306e-02,-5.319967117259176121e+03,7.069027024391297891e+04,-1.043202679551187794e+04,7.568333911555953091e+04
9.900000000000000000e+01,0.000000000000000000e+00,2.040965285389230166e-01,5.468749999999999306e-02,1.369267596858288243e+03,9.232333461014673230e+04,-2.625617753708829332e+04,1.023094239713558636e+05
9.900000000000000000e+01,1.000000000000000000e+00,1.749398816047911254e-01,4.687499999999999306e-02,-1.592355732433171909e+02,6.660947757497316343e+04,-1.927446725478611552e+04,7.457861436760000652e+04
9.900000000000000000e+01,2.000000000000000000e+00,2.061898816047911254e-01,4.687499999999999306e-02,4.604571742580342288e+03,9.051932744071450725e+04,-3.139104752542980714e+04,1.037031416023272905e+05
9.900000000000000000e+01,3.000000000000000000e+00,2.332531754730548523e-01,6.249999999999999306e-02,2.747087917808513339e+03,1.179823494955838687e+05,-3.326555464607296017e+04,1.300886804277946649e+05
9.900000000000000000e+01,4.000000000000000000e+00,2.020031754730548523e-01,6.249999999999999306e-02,-1.102183940978650980e+03,9.622608312509395182e+04,-2.150665673487242384e+04,1.037031416028265521e+05
1.000000000000000000e+02,0.000000000000000000e+00,2.353465285389230166e-01,5.468749999999999306e-02,5.864144912830986868e+03,1.149633241152684350e+05,-3.870199242470350873e+04,1.306534544045570656e+05
1.000000000000000000e+02,1.000000000000000000e+00,2.061898816047911254e-01,4.687499999999999306e-02,3.338593299246560946e+03,8.656812610720124212e+04,-3.054428298620677742e+04,1.000751246144848992e+05
1.000000000000000000e+02,2.000000000000000000e+00,2.374398816047911254e-01,4.687499999999999306e-02,8.091601431883322221e+03,1.086887324008855794e+05,-4.357807607886420737e+04,1.292145301664058643e+05
1.000000000000000000e+02,3.000000000000000000e+00,2.645031754730548523e-01,6.249999999999999306e-02,8.389811292237858652e+03,1.433902545309009729e+05,-4.681517170426488155e+04,1.612548224283389573e+05
1.000000000000000000e+02,4.000000000000000000e+00,2.332531754730548523e-01,6.249999999999999306e-02,3.541559767216425371e+03,1.208894705529539351e+05,-3.380643993839158065e+04,1.327678259025584848e+05
1.010000000000000000e+02,0.000000000000000000e+00,2.665965285389230166e-01,5.468749999999999306e-02,1.086900342723975518e+04,1.370371762184151448e+05,-5.207554454199240718e+04,1.598231910001680953e+05
1.010000000000000000e+02,1.000000000000000000e+00,2.374398816047911254e-01,4.687499999999999306e-02,7.232227493183906518e+03,1.061133173685797956e+05,-4.300564413721275923e+04,1.268596148077939724e+05
1.010000000000000000e+02,2.000000000000000000e+00,2.686898816047911254e-01,4.687499999999999306e-02,1.199129300358069122e+04,1.262944596053208224e+05,-5.664217237585991825e+04,1.555784523621807166e+05
1.010000000000000000e+02,3.000000000000000000e+00,2.957531754730548523e-01,6.249999999999999306e-02,1.466545458256398888e+04,1.680828826522478776e+05,-6.102661543877481017e+04,1.928073196040438779e+05
1.010000000000000000e+02,4.000000000000000000e+00,2.645031754730548523e-01,6.249999999999999306e-02,8.747134620290738894e+03,1.448583652163798106e+05,-4.706200760925185750e+04,1.625972336678717402e+05
1.020000000000000000e+02,0.000000000000000000e+00,2.978465285389230166e-01,5.468749999999999306e-02,1.642879707563106058e+04,1.584693673325759300e+05,-6.606235491436411394e+04,1.893982283127876581e+05
1.020000000000000000e+02,1.000000000000000000e+00,2.686898816047911254e-01,4.687499999999999306e-02,1.157207587676225194e+04,1.251936078529004444e+05,-5.636638294035682338e+04,1.545642579489217605e+05
1.020000000000000000e+02,2.000000000000000000e+00,2.999398816047911254e-01,4.687499999999999306e-02,1.634199050479799553e+04,1.432647642918315833e+05,-7.026857380593020935e+04,1.823832210420742631e+05
1.020000000000000000e+02,3.000000000000000000e+00,3.270031754730548523e-01,6.249999999999999306e-02,2.161174205085069843e+04,1.919660374665924464e+05,-7.555491988009324996e+04,2.242653432991992158e+05
1.020000000000000000e+02,4.000000000000000000e+00,2.957531754730548523e-01,6.249999999999999306e-02,1.455704176683837613e+04,1.680119327080627263e+05,-6.096004038051950192e+04,1.927239991415840050e+05
1.030000000000000000e+02,0.000000000000000000e+00,3.290965285389230166e-01,5.468749999999999306e-02,2.257469740668849045e+04,1.791770352066209889e+05,-8.031939236718746542e+04,2.189127084641817783e+05
1.030000000000000000e+02,1.000000000000000000e+00,2.999398816047911254e-01,4.687499999999999306e-02,1.639278828801208147e+04,1.437311756948279508e+05,-7.030938695293130877e+04,1.827606339505632932e+05
1.030000000000000000e+02,2.000000000000000000e+00,3.311898816047911254e-01,4.687499999999999306e-02,2.117872386800757522e+04,1.595562179636811197e+05,-8.411768783905103919e+04,2.091766817215501796e+05
1.030000000000000000e+02,3.000000000000000000e+00,3.582531754730548523e-01,6.249999999999999306e-02,2.925364226302047609e+04,2.149485773318615102e+05,-9.003479175096271501e+04,2.551262998464686389e+05
1.030000000000000000e+02,4.000000000000000000e+00,3.270031754730548523e-01,6.249999999999999306e-02,2.101911135130298499e+04,1.902904236480775871e+05,-7.516239624836918665e+04,2.227120791511056595e+05
1.040000000000000000e+02,0.000000000000000000e+00,3.603465285389230166e-01,5.468749999999999306e-02,2.932687683064008525e+04,1.990787833869960450e+05,-9.448121781546158309e+04,2.478591743292549509e+05
1.040000000000000000e+02,1.000000000000000000e+00,3.311898816047911254e-01,4.687499999999999306e-02,2.172102611203007473e+04,1.616571297564555425e+05,-8.448948081391687447e+04,2.109712988641698612e+05
1.040000000000000000e+02,2.000000000000000000e+00,3.624398816047911254e-01,4.687499999999999306e-02,2.652497801799289300e+04,1.751200361793181801e+05,-9.782632607243894017e+04,2.354474816994814028e+05
1.040000000000000000e+02,3.000000000000000000e+00,3.895031754730548523e-01,6.249999999999999306e-02,3.760253885085339425e+04,2.369349551635658718e+05,-1.040820857337277266e+05,2.848543658815445378e+05
1.040000000000000000e+02,4.000000000000000000e+00,3.582531754730548523e-01,6.249999999999999306e-02,2.816427306502052306e+04,2.116207081931009598e+05,-8.930775593037277577e+04,2.520794176636089687e+05
1.050000000000000000e+02,0.000000000000000000e+00,3.915965285389230166e-01,5.468749999999999306e-02,3.669271081295389013e+04,2.180900912930833292e+05,-1.081643277454669442e+05,2.756916605302507523e+05
1.050000000000000000e+02,1.000000000000000000e+00,3.624398816047911254e-01,4.687499999999999306e-02,2.757436357969930032e+04,1.788997108407047053e+05,-9.853942215588549152e+04,2.386680949585343769e+05
1.050000000000000000e+02,2.000000000000000000e+00,3.936898816047911254e-01,4.687499999999999306e-02,3.239658232048735590e+04,1.899146336678476946e+05,-1.110158509758600121e+05,2.606493411989340675e+05
1.050000000000000000e+02,3.000000000000000000e+00,4.207531754730548523e-01,6.249999999999999306e-02,4.665128263499420427e+04,2.578259407978163217e+05,-1.172983563876623521e+05,3.128887347264489508e+05
1.050000000000000000e+02,4.000000000000000000e+00,3.895031754730548523e-01,6.249999999999999306e-02,3.601449263799031905e+04,2.319396729371457186e+05,-1.030190388849873707e+05,2.803188060709963902e+05
1.060000000000000000e+02,0.000000000000000000e+00,4.228465285389230166e-01,5.468749999999999306e-02,4.466366565017501125e+04,2.361279778626418556e+05,-1.209729287849754182e+05,3.018414689888487337e+05
1.060000000000000000e+02,1.000000000000000000e+00,3.936898816047911254e-01,4.687499999999999306e-02,3.395726051943282073e+04,1.953796039114297309e+05,-1.120729189548949216e+05,2.652786205964949331e+05
1.060000000000000000e+02,2.000000000000000000e+00,4.249398816047911254e-01,4.687499999999999306e-02,3.879200248805421143e+04,2.038887989609054057e+05,-1.232951546549072082e+05,2.842029072446451173e+05
1.060000000000000000e+02,3.000000000000000000e+00,4.520031754730548523e-01,6.249999999999999306e-02,5.637595336855245841e+04,2.775330037716176012e+05,-1.292801703032262885e+05,3.386690359668868477e+05
1.060000000000000000e+02,4.000000000000000000e+00,4.207531754730548523e-01,6.249999999999999306e-02,4.456938826762964163e+04,2.511769782831725897e+05,-1.159024986307348299e+05,3.068903193122354569e+05
1.070000000000000000e+02,0.000000000000000000e+00,4.540965285389230166e-01,5.468749999999999306e-02,5.322254601909697521e+04,2.531184397230182658e+05,-1.325085388416390924e+05,3.257384145659953938e+05
1.070000000000000000e+02,1.000000000000000000e+00,4.249398816047911254e-01,4.687499999999999306e-02,4.086075846053088026e+04,2.110309516823604645e+05,-1.246940868807341321e+05,2.902182373914567288e+05
1.070000000000000000e+02,2.000000000000000000e+00,4.561898816047911254e-01,4.687499999999999306e-02,4.569968274049634783e+04,2.169930486090267368e+05,-1.342646192548433028e+05,3.055141479863738641e+05
1.070000000000000000e+02,3.000000000000000000e+00,4.832531754730548523e-01,6.249999999999999306e-02,6.675425853070185985e+04,2.959694300879200455e+05,-1.396338868975476071e+05,3.616485612243325450e+05
1.070000000000000000e+02,4.000000000000000000e+00,4.520031754730548523e-01,6.249999999999999306e-02,5.380723647433798760e+04,2.692528356116988580e+05,-1.275562129626346432e+05,3.312345386292137555e+05
1.080000000000000000e+02,0.000000000000000000e+00,4.853465285389229611e-01,5.468749999999999306e-02,6.234020407696207985e+04,2.689633236637906521e+05,-1.423713993133628683e+05,3.467984833610819769e+05
1.080000000000000000e+02,1.000000000000000000e+00,4.561898816047911254e-01,4.687499999999999306e-02,4.827749815790516732e+04,2.257966564828865230e+05,-1.360056550569686224e+05,3.129002458647945896e+05
1.080000000000000000e+02,2.000000000000000000e+00,4.874398816047911254e-01,4.687499999999999306e-02,5.312168732452703989e+04,2.292206972571938240e+05,-1.435397541270412912e+05,3.240346193724161130e+05
1.080000000000000000e+02,3.000000000000000000e+00,5.145031754730547968e-01,6.249999999999999306e-02,7.771761865456469241e+04,3.129967652299467009e+05,-1.479504213137555635e+05,3.812474544888748787e+05
1.080000000000000000e+02,4.000000000000000000e+00,4.832531754730548523e-01,6.249999999999999306e-02,6.373570690922345966e+04,2.861448248130481225e+05,-1.376059329951210821e+05,3.528592308570177993e+05
1.090000000000000000e+02,0.000000000000000000e+00,5.165965285389229056e-01,5.468749999999999306e-02,7.195077846658280760e+04,2.835637631999804871e+05,-1.501624796925251721e+05,3.644571301774100866e+05
1.090000000000000000e+02,1.000000000000000000e+00,4.874398816047911254e-01,4.687499999999999306e-02,5.617516448730330012e+04,2.395598458743071242e+05,-1.456000736850615358e+05,3.326941530674099340e+05
1.090000000000000000e+02,2.000000000000000000e+00,5.186898816047911254e-01,4.687499999999999306e-02,6.100782433465206850e+04,2.405132156899445690e+05,-1.507312810562754166e+05,3.391977753541269922e+05
1.090000000000000000e+02,3.000000000000000000e+00,5.457531754730547968e-01,6.249999999999999306e-02,8.916556551151453459e+04,3.285286847959942534e+05,-1.538465888431108324e+05,3.969816967269002344e+05
1.090000000000000000e+02,4.000000000000000000e+00,5.145031754730547968e-01,6.249999999999999306e-02,7.429379482785215077e+04,3.017840907563066576e+05,-1.456486608506141638e+05,3.712318915251038270e+05
1.100000000000000000e+02,0.000000000000000000e+00,5.478465285389229056e-01,5.468749999999999306e-02,8.198047315386281116e+04,2.968514620551399421e+05,-1.555112778826626309e+05,3.782285523770055734e+05
1.100000000000000000e+02,1.000000000000000000e+00,5.186898816047911254e-01,4.687499999999999306e-02,6.449162475195709703e+04,2.522540896485727571e+05,-1.530807299284437031e+05,3.490331630978501635e+05
1.100000000000000000e+02,2.000000000000000000e+00,5.499398816047911254e-01,4.687499999999999306e-02,6.929043957006669370e+04,2.508041841330449679e+05,-1.554608917073630728e+05,3.504708806466097012e+05
