x,y,w,theta_x,theta_y
9.123797632095822507e-01,9.374999999999998612e-02,-8.065492652231573864e-06,-4.908798226160277943e-07,1.211363235631899970e-07
9.436297632095822507e-01,9.374999999999998612e-02,-7.728993045101782973e-06,-4.085309816442946893e-07,2.170502396336973446e-07
9.748797632095822507e-01,9.374999999999998612e-02,-7.193369507394542073e-06,-3.193020666635602480e-07,3.193020666599872513e-07
1.006129763209582251e+00,9.374999999999998612e-02,-6.448476326870647441e-06,-2.267993258345854598e-07,4.263285490113074240e-07
1.037379763209582251e+00,9.374999999999998612e-02,-5.487907034556339186e-06,-1.355507519843637132e-07,5.334705263026496109e-07
1.068629763209582251e+00,9.374999999999998612e-02,-4.304971769518101095e-06,-4.653811752124027656e-08,6.510642986047231666e-07
1.099879763209582251e+00,9.374999999999998612e-02,-2.924139778998953567e-06,-6.650031820267969172e-09,7.156828253871470402e-07
1.131129763209582251e+00,9.374999999999998612e-02,-1.467419132891068782e-06,7.469122617815028508e-09,7.368736363527466204e-07
1.162379763209582251e+00,9.374999999999998612e-02,0.000000000000000000e+00,-5.263409104036872389e-12,7.253268462496220300e-07
1.894430570778459777e-01,1.093749999999999861e-01,0.000000000000000000e+00,-1.707875607854535828e-11,-3.405359656093011117e-08
2.206930570778459777e-01,1.093749999999999861e-01,-9.305250423677409120e-08,-1.702341817154170527e-08,-5.942428384285891198e-08
2.519430570778459777e-01,1.093749999999999861e-01,-2.392371282467247904e-07,-4.021303260157823874e-08,-8.708490371855332961e-08
2.831930570778459777e-01,1.093749999999999861e-01,-4.425075340010372560e-07,-6.933160980567227499e-08,-1.163981252516079056e-07
3.144430570778459777e-01,1.093749999999999861e-01,-7.054798112572730137e-07,-1.040143355431088091e-07,-1.466653698298835065e-07
3.456930570778459777e-01,1.093749999999999861e-01,-1.029318226821375980e-06,-1.437377562028157408e-07,-1.771349839641029811e-07
3.769430570778459777e-01,1.093749999999999861e-01,-1.413639388515567410e-06,-1.878298529965280165e-07,-2.070128153019798382e-07
4.081930570778459777e-01,1.093749999999999861e-01,-1.856438423041676843e-06,-2.354735225509445813e-07,-2.354735225509072060e-07
4.394430570778459777e-01,1.093749999999999861e-01,-2.354038439417839265e-06,-2.857133706414029716e-07,-2.616728313867245775e-07
4.706930570778459777e-01,1.093749999999999861e-01,-2.901069582429715103e-06,-3.374687657603221683e-07,-2.847650627801206357e-07
5.019430570778460332e-01,1.093749999999999861e-01,-3.490482524904369880e-06,-3.895482783929673746e-07,-3.039166300377581765e-07
5.331930570778460332e-01,1.093749999999999861e-01,-4.113567073857719305e-06,-4.406516811872737717e-07,-3.183030431603417606e-07
5.644430570778460332e-01,1.093749999999999861e-01,-4.760014935277386164e-06,-4.894070071337015386e-07,-3.271605511983066253e-07
5.956930570778460332e-01,1.093749999999999861e-01,-5.418063907068631158e-06,-5.343914584982997992e-07,-3.297930200785173472e-07
6.269430570778460332e-01,1.093749999999999861e-01,-6.074578062368985843e-06,-5.741114005250610002e-07,-3.255267126923844392e-07
6.581930570778460332e-01,1.093749999999999861e-01,-6.715140529962434665e-06,-6.070773423755079699e-07,-3.137542571037445399e-07
6.894430570778460332e-01,1.093749999999999861e-01,-7.324346470669598732e-06,-6.319997119173481749e-07,-2.940982639021988452e-07
7.206930570778460332e-01,1.093749999999999861e-01,-7.886246558879931383e-06,-6.477458155422660718e-07,-2.664223558561945010e-07
7.519430570778460332e-01,1.093749999999999861e-01,-8.384449558771780130e-06,-6.527966561045316628e-07,-2.303901601605431160e-07
7.831930570778460332e-01,1.093749999999999861e-01,-8.801533137441109941e-06,-6.450845510805725746e-07,-1.851520114650453900e-07
8.144430570778460332e-01,1.093749999999999861e-01,-9.118228224613649218e-06,-6.228488727994519632e-07,-1.297692019945623864e-07
8.456930570778460332e-01,1.093749999999999861e-01,-9.313144396814638528e-06,-5.850356536485185573e-07,-6.334198563605245629e-08
8.769430570778460332e-01,1.093749999999999861e-01,-9.363468706154390382e-06,-5.314566614455261285e-07,1.481897065771248475e-08
9.081930570778460332e-01,1.093749999999999861e-01,-9.246799845953642522e-06,-4.642287391117986613e-07,1.035970803660829515e-07
9.394430570778460332e-01,1.093749999999999861e-01,-8.943783194508862295e-06,-3.870259303835107883e-07,2.005496918542437354e-07
9.706930570778460332e-01,1.093749999999999861e-01,-8.440593728368324901e-06,-3.033090317124386837e-07,3.033090317081362328e-07
1.001943057077846033e+00,1.093749999999999861e-01,-7.728993045109529937e-06,-2.170502396378202246e-07,4.085309816409122750e-07
1.033193057077846033e+00,1.093749999999999861e-01,-6.805312279335575876e-06,-1.315167276300739957e-07,5.148027187576943080e-07
1.064443057077846033e+00,1.093749999999999861e-01,-5.674292655517139203e-06,-5.513729991607583232e-08,6.157950635665798948e-07
1.095693057077846033e+00,1.093749999999999861e-01,-4.349190874108512058e-06,1.713540904035404068e-09,7.018332217315458445e-07
1.126943057077846033e+00,1.093749999999999861e-01,-2.911143399582843320e-06,1.714040404085925773e-08,7.301831379558625346e-07
1.158193057077846033e+00,1.093749999999999861e-01,-1.442797050183059141e-06,1.712505268720436436e-08,7.328279880046195974e-07
1.189443057077846033e+00,1.093749999999999861e-01,0.000000000000000000e+00,7.720594393176421245e-11,7.048897664384855102e-07
2.165063509461096769e-01,1.249999999999999861e-01,0.000000000000000000e+00,-1.099870815743276048e-11,-4.981326768863236628e-08
2.477563509461096769e-01,1.249999999999999861e-01,-1.310128189939872193e-07,-2.095520385939311000e-08,-8.159750387602555913e-08
2.790063509461097047e-01,1.249999999999999861e-01,-3.277709478853361182e-07,-4.834796999372394337e-08,-1.154319194877629382e-07
3.102563509461097047e-01,1.249999999999999861e-01,-5.935934455707906876e-07,-8.175132379880575892e-08,-1.505241485993713521e-07
3.415063509461097047e-01,1.249999999999999861e-01,-9.301514266675340518e-07,-1.205924016424204633e-07,-1.860203692731344122e-07
3.727563509461097047e-01,1.249999999999999861e-01,-1.337355564275165066e-06,-1.641391740194427487e-07,-2.210160345577715295e-07
4.040063509461097047e-01,1.249999999999999861e-01,-1.813267500229090140e-06,-2.115079900681063266e-07,-2.545689508163954863e-07
4.352563509461097047e-01,1.249999999999999861e-01,-2.354038439417925239e-06,-2.616728313867695232e-07,-2.857133706413621552e-07
4.665063509461097047e-01,1.249999999999999861e-01,-2.953878784893214786e-06,-3.134777447274710116e-07,-3.134777447274213543e-07
4.977563509461097047e-01,1.249999999999999861e-01,-3.605069553491558201e-06,-3.656559086184993677e-07,-3.369062296632972036e-07
5.290063509461097047e-01,1.249999999999999861e-01,-4.297995143589072487e-06,-4.168346678073450031e-07,-3.550568490740935808e-07
5.602563509461097047e-01,1.249999999999999861e-01,-5.021176864297264757e-06,-4.655463979984345174e-07,-3.670230695246120024e-07
5.915063509461097047e-01,1.249999999999999861e-01,-5.761429080600749693e-06,-5.102951688749079066e-07,-3.720036428218040432e-07
6.227563509461097047e-01,1.249999999999999861e-01,-6.504023109328978892e-06,-5.495593497682483216e-07,-3.692482169028862351e-07
6.540063509461097047e-01,1.249999999999999861e-01,-7.232839339224530750e-06,-5.818768936588541212e-07,-3.581226841898862334e-07
6.852563509461097047e-01,1.249999999999999861e-01,-7.930656003719960116e-06,-6.058918530244730909e-07,-3.381845895474356982e-07
7.165063509461097047e-01,1.249999999999999861e-01,-8.579462235354097139e-06,-6.202037286383875354e-07,-3.090815184685194000e-07
7.477563509461097047e-01,1.249999999999999861e-01,-9.160535424725208824e-06,-6.232589892832799212e-07,-2.703884264495025270e-07
7.790063509461097047e-01,1.249999999999999861e-01,-9.654259047854382901e-06,-6.135761847010285484e-07,-2.216327476807025884e-07
8.102563509461097047e-01,1.249999999999999861e-01,-1.003990297657625769e-05,-5.899270097987985422e-07,-1.622636581650114743e-07
8.415063509461097047e-01,1.249999999999999861e-01,-1.029570806283445808e-05,-5.515974718356916795e-07,-9.176608443957415658e-08
8.727563509461097047e-01,1.249999999999999861e-01,-1.039968257078784463e-05,-4.992393999740222503e-07,-1.045517896485761132e-08
9.040063509461097047e-01,1.249999999999999861e-01,-1.033119800292796740e-05,-4.348964702471055202e-07,8.037107746309071342e-08
9.352563509461097047e-01,1.249999999999999861e-01,-1.007299393230476284e-05,-3.612810015874973352e-07,1.788421992652208007e-07
9.665063509461097047e-01,1.249999999999999861e-01,-9.612766185624359151e-06,-2.819837849686096008e-07,2.819837849635810839e-07
9.977563509461097047e-01,1.249999999999999861e-01,-8.943783194518083095e-06,-2.005496918591038516e-07,3.870259303793853143e-07
1.029006350946109594e+00,1.249999999999999861e-01,-8.065492652247797933e-06,-1.211363235674985360e-07,4.908798226131992336e-07
1.060256350946109594e+00,1.249999999999999861e-01,-6.984146687924499431e-06,-4.909487571355755539e-08,5.886313734709918779e-07
1.091506350946109594e+00,1.249999999999999861e-01,-5.717360027637510497e-06,8.932523739280120633e-09,6.754371011685219008e-07
1.122756350946109594e+00,1.249999999999999861e-01,-4.313118303804310567e-06,3.303623189924914992e-08,7.203621995932487565e-07
1.154006350946109594e+00,1.249999999999999861e-01,-2.855755771745709604e-06,3.775427943135878910e-08,7.331332468872338953e-07
1.185256350946109594e+00,1.249999999999999861e-01,-1.399271506356965591e-06,2.598429948235604641e-08,7.186202685702292817e-07
1.216506350946109594e+00,1.249999999999999861e-01,0.000000000000000000e+00,-1.943999553264778500e-10,6.759406392287070401e-07
2.435696448143733761e-01,1.406249999999999722e-01,0.000000000000000000e+00,-4.471143980868118364e-12,-6.942006830828896103e-08
2.748196448143733761e-01,1.406249999999999722e-01,-1.769847943286639641e-07,-2.502123643735498224e-08,-1.079029424053191866e-07
3.060696448143733761e-01,1.406249999999999722e-01,-4.327013514729964134e-07,-5.657244290228292172e-08,-1.479979542323666987e-07
3.373196448143733761e-01,1.406249999999999722e-01,-7.694291875487221218e-07,-9.402512068564756964e-08,-1.887496187961334769e-07
3.685696448143733761e-01,1.406249999999999722e-01,-1.187476146011958132e-06,-1.365893991988614434e-07,-2.291438964538099687e-07
3.998196448143733761e-01,1.406249999999999722e-01,-1.685074535134256231e-06,-1.833198909994555743e-07,-2.681218971536902577e-07
4.310696448143733761e-01,1.406249999999999722e-01,-2.258307528519424568e-06,-2.331214436047097705e-07,-3.045961740613642076e-07
4.623196448143733761e-01,1.406249999999999722e-01,-2.901069582429904415e-06,-2.847650627801773340e-07,-3.374687657602913045e-07
4.935696448143733761e-01,1.406249999999999722e-01,-3.605069553491660692e-06,-3.369062296633425728e-07,-3.656559086184451576e-07
5.248196448143733761e-01,1.406249999999999722e-01,-4.359873603173818391e-06,-3.880979513144273846e-07,-3.880979513143825978e-07
5.560696448143733761e-01,1.406249999999999722e-01,-5.152933608741995122e-06,-4.367847417360351724e-07,-4.037476748761533364e-07
5.873196448143733761e-01,1.406249999999999722e-01,-5.969715261272966509e-06,-4.813936213253227011e-07,-4.116821130043414472e-07
6.185696448143733761e-01,1.406249999999999722e-01,-6.793988979086385952e-06,-5.203968416685990017e-07,-4.111080406191511907e-07
6.498196448143733761e-01,1.406249999999999722e-01,-7.608010989442234834e-06,-5.522886404708789239e-07,-4.013202068632467485e-07
6.810696448143733761e-01,1.406249999999999722e-01,-8.392725935730402311e-06,-5.755603863978645283e-07,-3.817242422839623314e-07
7.123196448143733761e-01,1.406249999999999722e-01,-9.128033091458390906e-06,-5.887143072957514949e-07,-3.518545659447308458e-07
7.435696448143733761e-01,1.406249999999999722e-01,-9.793034721555528402e-06,-5.903546087681398506e-07,-3.113713030185735036e-07
7.748196448143733761e-01,1.406249999999999722e-01,-1.036618920347301355e-05,-5.792633623981842393e-07,-2.599884705122935694e-07
8.060696448143733761e-01,1.406249999999999722e-01,-1.082544410141904788e-05,-5.545528557229151245e-07,-1.974641551205174429e-07
8.373196448143733761e-01,1.406249999999999722e-01,-1.114861735192455618e-05,-5.161259740685698686e-07,-1.239309351402821049e-07
8.685696448143733761e-01,1.406249999999999722e-01,-1.131425665078203620e-05,-4.648911426337901157e-07,-4.010725696351038537e-08
8.998196448143733761e-01,1.406249999999999722e-01,-1.130294177012238475e-05,-4.025919379787997674e-07,5.273276764073563272e-08
9.310696448143733761e-01,1.406249999999999722e-01,-1.109874601404567157e-05,-3.319414529921213459e-07,1.524226678241770312e-07
9.623196448143733761e-01,1.406249999999999722e-01,-1.069054223309251692e-05,-2.562241755295997318e-07,2.562241755238713538e-07
9.935696448143733761e-01,1.406249999999999722e-01,-1.007299393231539988e-05,-1.788421992707614549e-07,3.612810015826426188e-07
1.024819644814373376e+00,1.406249999999999722e-01,-9.246799845972776996e-06,-1.035970803710874869e-07,4.642287391082135944e-07
1.056069644814373376e+00,1.406249999999999722e-01,-8.219598647791502213e-06,-3.472822708003738189e-08,5.615166911080236227e-07
1.087319644814373376e+00,1.406249999999999722e-01,-7.010112139514780151e-06,2.024572216974632791e-08,6.454036941418664267e-07
1.118569644814373376e+00,1.406249999999999722e-01,-5.653611314519667976e-06,5.373805126759775978e-08,7.050234536814633922e-07
1.149819644814373376e+00,1.406249999999999722e-01,-4.217713471206474158e-06,6.092902754419203457e-08,7.261172661017381613e-07
1.181069644814373376e+00,1.406249999999999722e-01,-2.763289062867998920e-06,5.435270445536062632e-08,7.239351542986077077e-07
1.212319644814373376e+00,1.406249999999999722e-01,-1.339850331398053399e-06,3.329881955283160184e-08,6.951543002425283583e-07
1.243569644814373376e+00,1.406249999999999722e-01,0.000000000000000000e+00,-8.797603414922929009e-11,6.406470790433344716e-07
2.706329386826371031e-01,1.562499999999999722e-01,0.000000000000000000e+00,2.465153474829002460e-12,-9.304420348528650127e-08
3.018829386826371031e-01,1.562499999999999722e-01,-2.311327129222148736e-07,-2.911646196284931277e-08,-1.383325847601754344e-07
3.331329386826371031e-01,1.562499999999999722e-01,-5.539878984801978517e-07,-6.466506285802132396e-08,-1.845845465916978058e-07
3.643829386826371031e-01,1.562499999999999722e-01,-9.693793711206295720e-07,-1.058074303611153055e-07,-2.306769044969906963e-07
3.956329386826371031e-01,1.562499999999999722e-01,-1.475819769262475551e-06,-1.515317143140166911e-07,-2.754343569479098043e-07
4.268829386826371031e-01,1.562499999999999722e-01,-2.069433603078502659e-06,-2.006794234951369928e-07,-3.176471504915844915e-07
4.581329386826371031e-01,1.562499999999999722e-01,-2.743907652156170764e-06,-2.519489018122148770e-07,-3.560906681813925776e-07
4.893829386826371031e-01,1.562499999999999722e-01,-3.490482524904647707e-06,-3.039166300377915285e-07,-3.895482783929262405e-07
5.206329386826371586e-01,1.562499999999999722e-01,-4.297995143589253752e-06,-3.550568490741324385e-07,-4.168346678072900519e-07
5.518829386826371586e-01,1.562499999999999722e-01,-5.152933608742077284e-06,-4.037476748761966410e-07,-4.367847417359928208e-07
5.831329386826371586e-01,1.562499999999999722e-01,-6.039520639402943268e-06,-4.483262698081468924e-07,-4.483262698081063407e-07
6.143829386826371586e-01,1.562499999999999722e-01,-6.940075757295977762e-06,-4.872288705664870388e-07,-4.506150042333955644e-07
6.456329386826371586e-01,1.562499999999999722e-01,-7.835274247919065942e-06,-5.188685398257272439e-07,-4.428441222544477815e-07
6.768829386826371586e-01,1.562499999999999722e-01,-8.704255486952137375e-06,-5.416404001515478990e-07,-4.242954959100924566e-07
7.081329386826371586e-01,1.562499999999999722e-01,-9.524892097496731974e-06,-5.540170977416390579e-07,-3.944368617197621430e-07
7.393829386826371586e-01,1.562499999999999722e-01,-1.027421073823051622e-05,-5.546641772865608047e-07,-3.529589610585880465e-07
7.706329386826371586e-01,1.562499999999999722e-01,-1.092882820909155455e-05,-5.425545838282360151e-07,-2.997475405219776389e-07
8.018829386826371586e-01,1.562499999999999722e-01,-1.146540575197979155e-05,-5.171984488239325396e-07,-2.349616557617315703e-07
8.331329386826371586e-01,1.562499999999999722e-01,-1.186124054238156964e-05,-4.788216226070562873e-07,-1.591282487731643622e-07
8.643829386826371586e-01,1.562499999999999722e-01,-1.209509624205006575e-05,-4.283964849679708313e-07,-7.319017815077470292e-08
8.956329386826371586e-01,1.562499999999999722e-01,-1.214826980306348433e-05,-3.677672588219514776e-07,2.127503122183121901e-08
9.268829386826371586e-01,1.562499999999999722e-01,-1.200577162171164296e-05,-2.995207556489188334e-07,1.220726472930462159e-07
9.581329386826371586e-01,1.562499999999999722e-01,-1.165744644501620819e-05,-2.266315729689309112e-07,2.266315729625088662e-07
9.893829386826371586e-01,1.562499999999999722e-01,-1.109874601405766217e-05,-1.524226678303740831e-07,3.319414529866125084e-07
1.020632938682637159e+00,1.562499999999999722e-01,-1.033119800294986489e-05,-8.037107746876042109e-08,4.348964702427782406e-07
1.051882938682637159e+00,1.562499999999999722e-01,-9.363468706183438530e-06,-1.481897066255960267e-08,5.314566614427158849e-07
1.083132938682637159e+00,1.562499999999999722e-01,-8.213349103003076131e-06,3.906020425374863707e-08,6.159941991781127488e-07
1.114382938682637159e+00,1.562499999999999722e-01,-6.912050611399942650e-06,7.575480871537464321e-08,6.814716737715966240e-07
1.145632938682637159e+00,1.562499999999999722e-01,-5.510494897645678421e-06,8.823656778283564739e-08,7.143638412798724003e-07
1.176882938682637159e+00,1.562499999999999722e-01,-4.070891493239937979e-06,8.520313744597762284e-08,7.216082472129071921e-07
1.208132938682637159e+00,1.562499999999999722e-01,-2.640203355660273338e-06,6.817697441228902605e-08,7.049268953147792140e-07
1.239382938682637159e+00,1.562499999999999722e-01,-1.267482656734872779e-06,3.889765392766386030e-08,6.638057510617191666e-07
1.270632938682637159e+00,1.562499999999999722e-01,0.000000000000000000e+00,-6.468958059160543050e-11,6.001052755157976999e-07
2.976962325509008300e-01,1.718749999999999722e-01,0.000000000000000000e+00,9.767589369663012136e-12,-1.207533070218408749e-07
3.289462325509008300e-01,1.718749999999999722e-01,-2.934041106946442026e-07,-3.312942085872740170e-08,-1.727644747651491836e-07
3.601962325509008300e-01,1.718749999999999722e-01,-6.911368623180801739e-07,-7.239460594684923269e-08,-2.248712745511306332e-07
3.914462325509008300e-01,1.718749999999999722e-01,-1.192106564200868016e-06,-1.167428976820427335e-07,-2.757822665039472411e-07
4.226962325509008300e-01,1.718749999999999722e-01,-1.792594035904447658e-06,-1.649403017812215842e-07,-3.241648294792734296e-07
4.539462325509008300e-01,1.718749999999999722e-01,-2.486190653418684882e-06,-2.156183870805337682e-07,-3.686659078064095191e-07
4.851962325509008300e-01,1.718749999999999722e-01,-3.263778786400521551e-06,-2.672739410529291162e-07,-4.079340354775309174e-07
5.164462325509008300e-01,1.718749999999999722e-01,-4.113567073858065741e-06,-3.183030431603777066e-07,-4.406516811872422197e-07
5.476962325509008300e-01,1.718749999999999722e-01,-5.021176864297523949e-06,-3.670230695246501189e-07,-4.655463979983854953e-07
5.789462325509008300e-01,1.718749999999999722e-01,-5.969715261273132528e-06,-4.116821130043846988e-07,-4.813936213252799259e-07
6.101962325509008300e-01,1.718749999999999722e-01,-6.940075757296070088e-06,-4.506150042334563919e-07,-4.872288705664555927e-07
6.414462325509008300e-01,1.718749999999999722e-01,-7.911388575228077945e-06,-4.821987083085625503e-07,-4.821987083084891761e-07
6.726962325509008300e-01,1.718749999999999722e-01,-8.861062869289285094e-06,-5.047591074500359284e-07,-4.654704904021518434e-07
7.039462325509008300e-01,1.718749999999999722e-01,-9.765016762467972284e-06,-5.167035639278175189e-07,-4.364110409787977521e-07
7.351962325509008300e-01,1.718749999999999722e-01,-1.059823678220068777e-05,-5.167249567876559002e-07,-3.947291382962863923e-07
7.664462325509008300e-01,1.718749999999999722e-01,-1.133550743700926222e-05,-5.039816888064308721e-07,-3.405087544055082914e-07
7.976962325509008300e-01,1.718749999999999722e-01,-1.195214988481225927e-05,-4.782341775004261384e-07,-2.742098863427164408e-07
8.289462325509008300e-01,1.718749999999999722e-01,-1.242476045614218777e-05,-4.398976596353770888e-07,-1.966489081970151916e-07
8.601962325509008300e-01,1.718749999999999722e-01,-1.273202043474847689e-05,-3.901319267107249761e-07,-1.090926670435838612e-07
8.914462325509008300e-01,1.718749999999999722e-01,-1.285561262659709052e-05,-3.308252897639953053e-07,-1.330805725202466848e-08
9.226962325509008300e-01,1.718749999999999722e-01,-1.278118844360053389e-05,-2.644086146007144673e-07,8.852092297697419114e-08
9.539462325509008300e-01,1.718749999999999722e-01,-1.249923744074269626e-05,-1.937690859629554248e-07,1.937690859558600151e-07
9.851962325509008300e-01,1.718749999999999722e-01,-1.200577162172500406e-05,-1.220726472999106238e-07,2.995207556427290872e-07
1.016446232550900941e+00,1.718749999999999722e-01,-1.130294177014689789e-05,-5.273276764698016475e-08,4.025919379738391189e-07
1.047696232550900941e+00,1.718749999999999722e-01,-1.039968257082083487e-05,1.045517895948699561e-08,4.992393999705533327e-07
1.078946232550900941e+00,1.718749999999999722e-01,-9.313144396852997262e-06,6.334198563161500950e-08,5.850356536466462969e-07
1.110196232550900941e+00,1.718749999999999722e-01,-8.071505474300136687e-06,1.006761635690653379e-07,6.532972319955622599e-07
1.141446232550900941e+00,1.718749999999999722e-01,-6.716346776652821663e-06,1.187819370011518532e-07,6.970255970845680388e-07
1.172696232550900941e+00,1.718749999999999722e-01,-5.302936014105381980e-06,1.181660975417541421e-07,7.124516047878153375e-07
1.203946232550900941e+00,1.718749999999999722e-01,-3.880162182516412230e-06,1.049209222344451129e-07,7.065292203516758412e-07
1.235196232550900941e+00,1.718749999999999722e-01,-2.492445569317661153e-06,7.912183497418388735e-08,6.774181931682052818e-07
1.266446232550900941e+00,1.718749999999999722e-01,-1.185168487282026007e-06,4.322019733101681550e-08,6.263893255624250852e-07
1.297696232550900941e+00,1.718749999999999722e-01,0.000000000000000000e+00,-8.385005090011398317e-11,5.556582374191802451e-07
3.247595264191645015e-01,1.874999999999999722e-01,0.000000000000000000e+00,1.717075370348831700e-11,-1.525060401843738357e-07
3.560095264191645015e-01,1.874999999999999722e-01,-3.635187146626419833e-07,-3.694401228032343664e-08,-2.109586738990284435e-07
3.872595264191645015e-01,1.874999999999999722e-01,-8.431857776800283338e-07,-7.952432346574627893e-08,-2.684152614383342882e-07
4.185095264191645015e-01,1.874999999999999722e-01,-1.435558766734042559e-06,-1.264728918425859965e-07,-3.234192503211020370e-07
4.497595264191645015e-01,1.874999999999999722e-01,-2.134251332006718352e-06,-1.763347364687491900e-07,-3.744873100715559105e-07
4.810095264191645015e-01,1.874999999999999722e-01,-2.929903781650729411e-06,-2.275377146114936025e-07,-4.201338523604061541e-07
5.122595264191645015e-01,1.874999999999999722e-01,-3.810209246369385392e-06,-2.783971414937459969e-07,-4.589038052352703346e-07
5.435095264191645015e-01,1.874999999999999722e-01,-4.760014935277798669e-06,-3.271605511983385479e-07,-4.894070071336717866e-07
5.747595264191645015e-01,1.874999999999999722e-01,-5.761429080601096977e-06,-3.720036428218619591e-07,-5.102951688748757193e-07
6.060095264191645015e-01,1.874999999999999722e-01,-6.793988979086681567e-06,-4.111080406192490759e-07,-5.203968416685823787e-07
6.372595264191645015e-01,1.874999999999999722e-01,-7.835274247919359015e-06,-4.428441222546004062e-07,-5.188685398257301026e-07
6.685095264191645015e-01,1.874999999999999722e-01,-8.861062869289513792e-06,-4.654704904023155325e-07,-5.047591074499642483e-07
6.997595264191645015e-01,1.874999999999999722e-01,-9.845393231760618129e-06,-4.773254382484051388e-07,-4.773254382482300147e-07
7.310095264191645015e-01,1.874999999999999722e-01,-1.076122217880140770e-05,-4.770888503041691640e-07,-4.362615279513432520e-07
7.622595264191645015e-01,1.874999999999999722e-01,-1.158144021368208245e-05,-4.640183915665888967e-07,-3.817996408840591482e-07
7.935095264191645015e-01,1.874999999999999722e-01,-1.227988716439240873e-05,-4.380348800603302717e-07,-3.146462907208347959e-07
8.247595264191645015e-01,1.874999999999999722e-01,-1.283224924707253076e-05,-3.997554046381175962e-07,-2.359291829867836357e-07
8.560095264191645015e-01,1.874999999999999722e-01,-1.321687018528409844e-05,-3.504879478115072484e-07,-1.471873415542644521e-07
8.872595264191645015e-01,1.874999999999999722e-01,-1.341554366973142104e-05,-2.921324616517830017e-07,-5.032995512588204985e-08
9.185095264191645015e-01,1.874999999999999722e-01,-1.341428216906097669e-05,-2.271063305425366744e-07,5.234829062109149423e-08
9.497595264191645015e-01,1.874999999999999722e-01,-1.320401340268314757e-05,-1.582184734778173897e-07,1.582184734701113222e-07
9.810095264191645015e-01,1.874999999999999722e-01,-1.278118844361517401e-05,-8.852092298440718319e-08,2.644086145938664707e-07
1.012259526419164501e+00,1.874999999999999722e-01,-1.214826980309048943e-05,-2.127503122850396920e-08,3.677672588164655628e-07
1.043509526419164501e+00,1.874999999999999722e-01,-1.131425665081868732e-05,4.010725695763832285e-08,4.648911426296703592e-07
1.074759526419164501e+00,1.874999999999999722e-01,-1.029570806287778382e-05,9.176608443463705299e-08,5.515974718331552394e-07
1.106009526419164501e+00,1.874999999999999722e-01,-9.118228224660347839e-06,1.297692019907051571e-07,6.228488727986501406e-07
1.137259526419164501e+00,1.874999999999999722e-01,-7.818213040825481712e-06,1.509769926508628828e-07,6.733683461884727016e-07
1.168509526419164501e+00,1.874999999999999722e-01,-6.442633257101955440e-06,1.537838957695369885e-07,6.979155927979743240e-07
1.199759526419164501e+00,1.874999999999999722e-01,-5.040649664959729219e-06,1.432518673260068201e-07,7.007084338019765244e-07
1.231009526419164501e+00,1.874999999999999722e-01,-3.654054969322897753e-06,1.205157303170884963e-07,6.822807927057912686e-07
1.262259526419164501e+00,1.874999999999999722e-01,-2.325567605936074248e-06,8.732610290371083012e-08,6.428329206144825901e-07
1.293509526419164501e+00,1.874999999999999722e-01,-1.095480513784504414e-06,4.630899040899245071e-08,5.842388096278432834e-07
1.324759526419164501e+00,1.874999999999999722e-01,0.000000000000000000e+00,-7.202343373058205825e-11,5.085806414686021989e-07
3.518228202874282284e-01,2.031249999999999722e-01,0.000000000000000000e+00,2.483011026359479137e-11,-1.881461891120623465e-07
3.830728202874282284e-01,2.031249999999999722e-01,-4.409616960648832637e-07,-4.044205407324546328e-08,-2.525559998852391341e-07
4.143228202874282284e-01,2.031249999999999722e-01,-1.008695926878165449e-06,-8.581467305466578204e-08,-3.146519213610582845e-07
4.455728202874282284e-01,2.031249999999999722e-01,-1.696963057274527344e-06,-1.346355640520717693e-07,-3.728190783645078868e-07
4.768228202874282284e-01,2.031249999999999722e-01,-2.496282922376988763e-06,-1.852375339594569643e-07,-4.254365676341741143e-07
5.080728202874282839e-01,2.031249999999999722e-01,-3.393953634067499818e-06,-2.358645719865122020e-07,-4.709094358794053170e-07
5.393228202874282839e-01,2.031249999999999722e-01,-4.374148400760331921e-06,-2.846808486468781464e-07,-5.077137831736234864e-07
5.705728202874282839e-01,2.031249999999999722e-01,-5.418063907069150390e-06,-3.297930200786097267e-07,-5.343914584983032932e-07
6.018228202874282839e-01,2.031249999999999722e-01,-6.504023109329535393e-06,-3.692482169030552181e-07,-5.495593497682777560e-07
6.330728202874282839e-01,2.031249999999999722e-01,-7.608010989442865027e-06,-4.013202068634936057e-07,-5.522886404709304870e-07
6.643228202874282839e-01,2.031249999999999722e-01,-8.704255486952853965e-06,-4.242954959103637189e-07,-5.416404001515625103e-07
6.955728202874282839e-01,2.031249999999999722e-01,-9.765016762468687179e-06,-4.364110409791240186e-07,-5.167035639277877669e-07
7.268228202874282839e-01,2.031249999999999722e-01,-1.076122217880188542e-05,-4.362615279516180083e-07,-4.770888503039650290e-07
7.580728202874282839e-01,2.031249999999999722e-01,-1.166373967224834047e-05,-4.231294834360698014e-07,-4.231294834358039919e-07
7.893228202874282839e-01,2.031249999999999722e-01,-1.244473016251019969e-05,-3.970541843962081402e-07,-3.557621540744261736e-07
8.205728202874282839e-01,2.031249999999999722e-01,-1.307873689304401154e-05,-3.588224497726112257e-07,-2.764101247408848410e-07
8.518228202874282839e-01,2.031249999999999722e-01,-1.354351708901944582e-05,-3.098618800329509452e-07,-1.868568178658153882e-07
